Time (s),Channel 1 (V),Channel 2 (V)
-0.050000000000000003,0.26621422933998645,0.99160830104326947
-0.049998000000000001,-0.99305040411284562,0.98594597253092731
-0.049995999999999999,-0.98739601986332159,0.97695286254073677
-0.049993999999999997,-0.98606557651049243,0.96829283069833105
-0.049992000000000002,-0.98540035483407773,0.95929972070814051
-0.04999,-0.98639818734869966,0.95097276701351963
-0.049987999999999998,-0.98706340902511425,0.94264581331889885
-0.049986000000000003,-0.98739601986332159,0.93398578147649314
-0.049984000000000001,-0.98772863070152883,0.9249926714863026
-0.049981999999999999,-0.98905907405435811,0.91699879593946654
-0.049979999999999997,-0.9897242957307727,0.908005685949276
-0.049978000000000002,-0.99005690656897993,0.89967873225465511
-0.049976,-0.99105473908360187,0.89168485670781916
-0.049973999999999998,-0.99105473908360187,0.88335790301319828
-0.049972000000000003,-0.99171996076001645,0.87536402746636222
-0.049970000000000001,-0.9913873499218091,0.86737015191952616
-0.049967999999999999,-0.99238518243643103,0.85937627637269021
-0.049966000000000003,-0.99404823662746755,0.85104932267806932
-0.049964000000000001,-0.99404823662746755,0.84372160342680291
-0.049961999999999999,-0.9937156257892602,0.8350615715843972
-0.049959999999999997,-0.99438084746567479,0.82706769603756125
-0.049958000000000002,-0.99537867998029672,0.81973997678629484
-0.049956,-0.99504606914208948,0.81207917938724361
-0.049953999999999998,-0.99537867998029672,0.80408530384040766
-0.049952000000000003,-0.99604390165671131,0.79575835014578677
-0.049950000000000001,-0.99604390165671131,0.78809755274673554
-0.049947999999999999,-0.99604390165671131,0.78043675534768431
-0.049945999999999997,-0.99604390165671131,0.77310903609641801
-0.049944000000000002,-0.99637651249491865,0.76544823869736678
-0.049942,-0.99704173417133324,0.75778744129831554
-0.049939999999999998,-0.99770695584774782,0.75012664389926442
-0.049938000000000003,-0.99737434500954048,0.74246584650021319
-0.049936000000000001,-0.99770695584774782,0.73513812724894689
-0.049933999999999999,-0.99737434500954048,0.72747732984989566
-0.049931999999999997,-0.99737434500954048,0.71981653245084443
-0.049930000000000002,-0.99803956668595517,0.71315496949514778
-0.049928,-0.99870478836236976,0.70582725024388138
-0.049925999999999998,-0.99903739920057699,0.69816645284483025
-0.049924000000000003,-0.99870478836236976,0.69117181174134867
-0.049922000000000001,-0.99870478836236976,0.6841771706378672
-0.049919999999999999,-0.99870478836236976,0.67751560768217045
-0.049917999999999997,-0.99903739920057699,0.66985481028311922
-0.049916000000000002,-0.99870478836236976,0.66286016917963775
-0.049914,-0.99903739920057699,0.65553244992837134
-0.049911999999999998,-0.99903739920057699,0.6488708869726747
-0.049910000000000003,-0.99937001003878434,0.64187624586919312
-0.049908000000000001,-0.99903739920057699,0.63454852661792682
-0.049905999999999999,-0.99937001003878434,0.62755388551444524
-0.049903999999999997,-0.99970262087699158,0.62055924441096377
