Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
1207.3477142706297,-0.00046209870710058466,-11.04094645422232,-72.915879984799361
1260.1439340738316,-0.001232659115852055,-11.378629957438624,-73.562416078759654
1315.2488846532308,-0.0013329578776952954,-11.714217910624088,-74.174918541135213
1372.7635247103544,-0.0017684032637538525,-12.055006328270634,-74.765332260143111
1432.7932277791269,-0.0025267040764898859,-12.395745254775187,-75.344422036694169
1495.4479752824709,-0.0039345812997974771,-12.741399066725592,-75.903160935517406
1560.8425580311227,-0.0030063421604194485,-13.083829236553516,-76.441244993119895
1629.0967865337923,-0.005457341832413979,-13.432035857743292,-76.951169076529851
1700.335710503997,-0.006453970927275122,-13.777359967721186,-77.446860606762371
1774.6898479657432,-0.0057970681804169061,-14.127909509266948,-77.917408621970992
1852.2954243777658,-0.0081865500064071204,-14.479334948393392,-78.381001071664514
1933.2946222144817,-0.0073565095485967997,-14.82875173254056,-78.825051026278771
2017.835841460874,-0.010421557168246127,-15.181745167332245,-79.261649084649946
2106.0739714985866,-0.011042067785110143,-15.537469789744698,-79.66393650574804
2198.1706748813508,-0.012068570837786457,-15.892737011987649,-80.062013083524562
2294.2946835196562,-0.013179820881628803,-16.244813439930816,-80.444489140040986
2394.6221078173012,-0.014875159662735612,-16.604788596244966,-80.823918602702548
2499.3367593262119,-0.01565462671301129,-16.95732076750749,-81.167743681026934
2608.6304875106598,-0.017531521513391872,-17.318301573233075,-81.51158668992683
2722.7035312378734,-0.019341592871646312,-17.672860019811708,-81.852052413214125
2841.7648856390192,-0.021239745086065902,-18.031760505727256,-82.180705812574516
2966.0326850126698,-0.02301220749048561,-18.388850296830867,-82.488588014615175
3095.7346024723065,-0.024462694860043148,-18.748570920854679,-82.791104082084019
3231.1082670700339,-0.025515958999446194,-19.106089667072414,-83.067755577876198
3372.4016991607436,-0.02890723552396221,-19.471795086845642,-83.34048407841361
3519.8737648043543,-0.030133022245972217,-19.832392212056106,-83.607657029882958
3673.794650038647,-0.031330684676205374,-20.191024104126527,-83.88221612829328
3834.4463558916223,-0.034405860038414532,-20.5515889176313,-84.155072018074804
4002.1232150403048,-0.035972414798324262,-20.913220048829931,-84.389790577059912
4177.1324310625578,-0.03846990948480055,-21.275547398935263,-84.638122723729722
4359.7946412699057,-0.040177889678706155,-21.640544775728948,-84.866179930744821
4550.4445041524987,-0.042973247445642244,-22.005362716563958,-85.117316536427666
4749.4313125125418,-0.04542703970604571,-22.368081639981959,-85.343395259996839
4957.1196334094811,-0.044941989384599701,-22.725543875807446,-85.594379996850051
5173.8899760893892,-0.048246126372922464,-23.086335998936253,-85.762793447134442
5400.139489122359,-0.053059145959391776,-23.463134382960135,-86.016517106597973
5636.2826880249959,-0.051149718277752991,-23.81856397206008,-86.202349870894892
5882.7522147012605,-0.057867193008867945,-24.195071234445304,-86.407657226932542
6139.9996300929133,-0.055853151398229758,-24.552168425015847,-86.592621068107917
6408.4962414918855,-0.057105936645853304,-24.905034575516837,-86.790526055251064
6688.7339660302514,-0.067193048174952252,-25.288169777856325,-86.974633182743233
6981.226231929817,-0.060991361063968991,-25.644124572004348,-87.170432054173006
7286.5089191625575,-0.061476129538364094,-25.999478921513077,-87.374387911771862
7605.1413412452857,-0.062260087409176205,-26.358076771595922,-87.594089790578067
7937.7072699672872,-0.064686572313269242,-26.735507985298423,-87.726538762088879
8284.8160049283979,-0.066192667393079468,-27.108247380806155,-87.929603021342444
8647.1034898469643,-0.067553382758409275,-27.467024975068334,-88.056595596243426
9025.2334776829794,-0.068026201498663216,-27.823658273036294,-88.331874706608161
9419.8987467109855,-0.068481980180311514,-28.190955892995056,-88.535516309770813
9831.8223697707217,-0.070178709312136878,-28.561233921182392,-88.659706491524162
10261.759039021001,-0.070471281868921265,-28.923827685484284,-88.95304256588048
10710.49644862379,-0.072673715998575861,-29.270492382344028,-88.954326012534125
11178.856737891876,-0.085406797883838981,-29.66960343167241,-89.266947091514794
11667.697997544066,-0.072621596511755843,-30.024072588603183,-89.437765398401893
12177.915841827507,-0.073745705499718817,-30.382874915836808,-89.649150226443737
12710.445049387596,-0.075491791829928614,-30.754586362386451,-89.645142491437866
13266.261275891475,-0.074934533122568245,-31.126000865173005,-89.833282326284461
13846.382841543171,-0.074717291214061191,-31.480783455243994,-90.046487855342136
14451.872596765033,-0.081129449107534404,-31.872284356406389,-90.397718867887292
15083.839869463767,-0.075397604946519758,-32.221795518423207,-90.567938763801124
15743.442497448701,-0.075131279997860081,-32.577447882840595,-90.83573270661087
16431.888949725711,-0.07529252894613947,-32.964274211309338,-90.929141786062914
17150.440540553558,-0.075121863595739413,-33.339209444291498,-91.104229059308523
17900.413740318814,-0.074929848556260281,-33.716553041428952,-91.457653259515055
18683.182587463278,-0.073850343004546709,-34.059751743845908,-91.426087693398614
19500.181205882782,-0.082660502890463658,-34.454117100508043,-91.830895601552868
20352.906432409596,-0.074673162598650852,-34.822606156023411,-91.984644306183327
21242.92055919216,-0.078755221089699567,-35.205853370224631,-92.061758531816508
22171.854195996704,-0.074467973221466643,-35.536267058779025,-92.302378591084334
23141.409257674652,-0.072795152565730797,-35.902988738755006,-92.799452472522518
24153.362082269268,-0.071819483332423148,-36.223022560361301,-92.985334328647809
25209.566685474383,-0.084970392233633008,-36.655801941868155,-92.998187420751833
26311.958157407411,-0.070898151719430313,-37.035874727366824,-93.560443178938414
27462.556207920428,-0.070443495209126086,-37.38273427922261,-93.689675138916016
28663.46886694432,-0.078674570233374874,-37.75281051959422,-93.875345688620996
29916.896346645648,-0.067268849591621244,-38.093773181032915,-93.962066677679317
31225.135072472287,-0.068092530502149168,-38.379302345738566,-94.227473670083228
32590.581890472713,-0.066295580104467428,-38.835193866192121,-94.497446456535016
34015.738458597843,-0.0669559133936799,-39.213718005437528,-94.724740358354182
35503.215830030385,-0.073493357806320839,-39.572556272269502,-94.870515957900508
37055.739236938993,-0.065714218696934279,-39.913456528601614,-96.080096476323433
38676.153083421857,-0.062247855530774887,-40.27602363450923,-96.078846858647097
40367.426156786809,-0.072570794005319239,-40.658981935293539,-96.086067854653379
42132.657066716303,-0.058984326578356158,-40.988285538287769,-96.246619977413644
43975.079922282064,-0.060066475997112512,-41.318847907056771,-97.268628505111423
45898.070257210304,-0.056264930915321532,-41.81155400211555,-97.70825750887596
47905.151214253725,-0.057252503422538847,-42.09411985673735,-97.450342110443813
50000,-0.057287478059828346,-42.453662248398459,-98.43100378075971
